value
221
247
292
313
245
333
325
323
276
285
326
302
241
290
256
243
242
176
173
182
124
97
100
90
104
77
74
77
60
80
68
61
75
61
60
78
112
100
67
95
91
77
98
75
85
98
94
130
131
106
122
120
275
181
277
265
262
257
288
367
465
417
558
508
464
826
584
935
869
778
859
863
729
697
497
497
498
348
328
300
215
231
206
205
291
269
192
221
199
181
200
216
197
242
253
259
307
384
479
858
1113
1075
729
509
1399
1441
1651
1519
1558
1724
2121
1719
1234
1045
823
615
588
484
365
324
205
172
186
120
77
89
115
82
69
66
69
64
63
52
48
81
70
98
65
50
84
77
111
88
108
82
83
108
123
144
204
177
243
239
267
751
747
281
294
330
315
306
448
388
404
401
492
389
492
488
344
358
278
290
190
243
230
190
172
125
127
108
119
79
86
71
91
74
87
100
82
61
68
59
66
65
72
71
96
68
83
95
90
104
122
153
102
194
287
365
347
290
422
422
417
337
296
396
281
312
291
199
256
249
159
249
195
169
116
102
116
99
94
70
74
82
70
55
60
54
54
61
56
50
50
72
38
51
32
60
57
42
82
109
97
101
132
160
133
105
213
170
223
218
317
279
253
285
270
238
365
330
292
337
468
307
376
454
410
443
476
460
382
301
288
218
195
177
126
108
86
97
68
91
91
84
73
71
75
70
69
74
80
107
126
129
169
247
254
336
450
339
262
921
1215
1524
1693
2126
2042
1861
1769
1585
1794
1739
1338
1050
1092
1034
1142
1070
1124
979
1028
957
782
672
658
646
429
375
315
269
277
181
153
151
126
98
132
98
96
93
73
82
62
77
76
93
110
122
118
161
158
420
176
176
