value
12
7
9
4
7
11
9
5
6
10
14
16
35
46
49
45
58
80
80
70
84
72
59
41
45
23
16
23
20
20
22
23
14
11
6
12
14
37
41
70
73
84
107
117
96
83
52
39
35
33
10
11
12
23
56
85
111
130
90
111
142
87
48
27
0
109
132
82
73
73
75
83
50
47
46
50
37
32
44
33
32
30
37
36
33
32
33
39
34
24
21
24
30
18
14
23
24
34
30
12
23
17
9
11
60
31
23
38
43
36
85
97
77
90
104
66
66
88
86
63
51
57
50
47
32
32
23
21
20
22
14
17
13
12
19
19
22
32
18
16
17
20
29
36
31
23
15
9
9
14
8
9
11
7
7
14
12
27
45
45
41
64
66
31
39
50
58
31
16
16
16
17
14
24
27
23
17
28
18
15
8
8
6
1
4
7
6
10
6
5
1
2
4
4
9
9
7
9
6
4
7
6
1
4
7
7
5
8
8
7
13
19
19
24
23
25
19
29
29
27
27
31
43
33
33
29
22
23
12
7
11
13
9
6
3
12
8
9
5
13
14
13
13
11
8
6
7
8
7
10
15
21
12
5
6
8
6
8
4
7
9
5
6
5
3
12
4
4
3
7
10
12
8
5
8
6
6
8
7
7
4
3
0
2
2
2
1
1
3
1
3
1
2
4
4
1
3
3
2
2
5
5
3
1
4
5
1
1
2
1
2
3
9
5
4
4
2
5
3
0
0
4
2
0
0
0
1
3
1
7
3
0
1
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
1
1
1
0
0
0
0
0
