value
67
101
95
100
102
136
116
84
94
110
159
127
142
190
149
180
213
235
302
252
236
241
199
144
163
141
129
113
117
103
88
64
66
61
53
63
49
58
52
66
60
66
52
55
72
44
27
44
72
42
28
19
67
105
83
95
141
123
177
263
450
568
669
703
706
816
943
987
972
1004
1359
1348
1331
1098
956
619
382
363
408
418
423
342
230
221
163
145
151
101
105
77
115
58
55
70
103
178
191
182
158
340
471
804
677
736
882
934
1014
1346
1580
1463
1610
1932
1811
2212
2307
2085
1775
1921
1736
1631
1129
958
1060
935
993
715
651
565
456
384
301
232
160
142
82
44
55
48
24
33
24
30
18
20
4
15
23
46
36
34
24
33
9
27
39
152
195
13
47
59
57
77
97
74
83
151
109
134
176
183
138
90
54
11
41
42
38
63
89
48
57
72
73
55
60
86
96
116
90
133
85
73
57
95
70
66
72
85
70
42
101
61
71
55
54
50
56
40
13
66
62
56
53
110
106
130
125
153
157
172
198
236
429
373
557
597
634
677
663
573
484
456
436
353
252
268
259
248
204
210
186
154
116
108
75
60
59
82
73
86
70
51
71
71
83
85
84
90
51
64
50
53
90
86
136
118
133
178
193
180
286
327
353
390
512
657
635
886
947
954
1006
871
945
797
670
478
613
572
557
546
415
446
456
388
297
412
308
292
247
198
207
140
90
99
134
90
117
100
75
57
72
52
58
125
128
108
150
184
186
169
192
221
178
132
75
65
89
157
168
195
172
189
204
198
246
201
179
177
170
207
203
184
185
144
130
136
96
104
100
72
83
56
84
92
57
53
57
63
51
77
55
62
61
49
33
33
