value
33
58
68
61
72
75
92
79
85
98
84
118
113
191
186
176
243
385
419
472
537
408
488
399
339
309
254
224
260
196
117
114
101
118
69
83
57
69
59
41
41
36
41
38
47
45
50
40
29
36
28
31
11
59
38
56
62
89
93
106
185
308
355
571
568
508
558
633
496
435
418
404
389
232
196
183
134
76
77
71
39
49
41
31
51
31
30
19
32
23
16
24
24
26
22
35
16
31
22
39
39
30
23
24
38
59
74
85
107
158
138
122
106
148
117
155
145
237
376
475
391
301
266
288
220
125
120
103
106
125
109
77
54
32
44
46
33
36
41
29
17
20
23
22
28
26
25
14
19
14
19
23
22
18
25
37
33
31
30
46
47
47
45
52
92
75
137
124
175
158
186
212
239
233
247
310
417
365
244
222
230
191
134
156
126
92
67
70
55
42
67
66
43
30
25
19
22
22
19
13
16
17
15
16
16
28
29
33
18
44
39
67
63
48
39
61
46
63
62
79
51
45
35
46
58
70
79
78
65
49
94
61
52
49
36
39
30
28
35
35
28
32
30
24
21
22
21
15
15
9
20
14
15
10
12
13
12
15
24
29
25
36
36
51
64
48
73
55
92
64
104
157
207
277
321
306
284
443
505
528
538
489
439
461
323
290
260
284
222
204
172
116
91
66
71
71
44
42
26
27
26
28
26
23
23
24
26
21
31
29
29
18
22
18
22
26
39
45
54
58
46
68
85
105
71
36
53
75
99
113
112
103
139
129
110
82
65
45
64
39
36
41
29
37
28
23
27
20
13
16
19
19
11
6
14
9
11
9
8
14
6
13
18
5
0
0
