value
43
64
135
140
142
274
206
164
206
249
321
272
311
340
372
505
572
711
842
856
719
674
512
315
253
150
133
118
27
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
46
28
64
118
144
183
201
152
274
336
383
627
696
609
627
330
272
185
285
196
110
27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
0
125
501
486
628
634
1027
1402
1375
925
920
1025
909
1037
884
748
629
431
288
219
201
85
91
109
74
15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
88
63
0
0
0
0
0
0
0
0
0
4
21
43
58
36
60
34
67
74
67
84
139
100
58
56
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
36
74
42
119
193
344
450
462
625
689
767
991
1376
1459
1479
1442
1413
1839
1885
1784
2385
2778
3086
2552
1893
1117
694
456
179
115
71
52
11
12
0
0
0
0
0
30
16
31
4
10
48
0
43
22
24
46
44
67
14
188
326
547
694
688
1001
1143
1642
1957
2289
2355
2017
2018
2246
3103
3075
2764
3064
2621
2104
1785
1551
1152
910
697
511
474
376
370
223
140
92
94
82
72
100
90
54
33
65
41
49
18
35
69
42
54
64
127
81
0
29
29
