value
4
20
19
13
14
13
14
10
5
10
13
11
14
18
11
4
13
17
18
13
21
29
19
30
31
25
19
23
40
23
32
25
43
31
14
30
26
30
28
20
25
15
15
15
14
17
16
10
23
16
16
21
6
12
26
24
17
16
11
7
10
10
18
15
15
14
31
19
18
25
16
23
19
16
21
38
36
25
19
24
38
39
38
39
39
40
39
37
34
32
25
13
13
7
6
4
2
1
0
2
2
10
7
2
4
3
0
2
3
0
3
8
0
7
7
5
8
12
1
3
0
0
0
0
0
0
0
1
0
0
0
0
1
2
1
6
3
5
6
5
3
5
3
0
1
3
3
0
0
1
3
0
0
0
0
2
0
2
1
3
0
2
0
0
1
0
0
7
12
9
5
5
6
5
7
9
7
11
9
10
9
5
9
6
7
8
6
5
2
5
2
0
2
3
1
0
0
1
1
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
2
0
4
5
2
3
5
0
0
0
3
1
6
5
2
0
1
1
2
0
2
1
1
0
2
7
3
7
8
3
6
6
4
12
8
16
11
13
13
10
7
7
10
16
21
13
9
19
13
11
10
6
10
15
13
18
17
10
10
33
35
41
41
48
59
64
57
67
105
106
101
95
75
74
75
24
37
41
31
39
71
69
47
31
30
29
17
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
2
0
0
1
1
1
3
1
0
1
1
2
1
0
0
0
0
0
0
1
0
1
0
0
0
