value
0
10
21
6
37
73
56
75
88
59
76
84
114
85
79
102
113
77
76
82
38
74
41
32
47
53
55
61
41
36
54
55
55
40
35
25
37
41
17
12
0
18
15
24
17
30
24
27
48
66
74
39
40
49
136
202
128
77
123
184
312
418
564
645
489
559
467
393
339
245
214
186
122
122
123
103
75
46
49
49
30
50
25
44
28
36
34
30
28
40
50
38
34
29
61
61
67
37
65
97
171
154
106
39
152
273
517
752
926
901
1244
1348
1230
1827
1655
773
1332
1382
1318
1184
1585
929
428
169
391
239
23
72
70
62
45
70
16
8
34
56
56
38
31
23
37
24
15
5
4
3
40
31
26
59
40
50
38
99
73
119
77
75
104
105
69
170
320
521
666
450
263
224
247
206
181
212
230
212
208
231
198
94
112
124
104
100
63
38
58
68
34
55
65
40
43
34
35
34
19
19
22
14
21
20
28
44
35
26
17
24
26
45
61
53
82
42
36
24
44
67
48
64
38
38
56
64
85
83
130
123
127
109
105
121
58
20
16
11
10
8
8
26
11
22
32
21
5
9
16
26
22
8
5
24
22
19
10
25
9
8
5
16
3
0
40
27
47
71
103
17
16
122
100
138
185
166
199
205
239
256
247
274
200
265
250
272
247
211
167
133
144
98
80
71
31
50
69
59
41
54
42
36
46
22
28
30
28
39
45
21
34
18
16
21
16
13
2
40
60
137
156
181
185
252
249
138
152
94
38
35
68
67
81
67
36
29
19
26
10
17
25
24
11
8
18
13
17
2
1
15
11
9
10
8
7
9
10
14
6
2
4
10
4
5
13
2
0
6
0
0
