value
71
105
152
150
101
170
164
126
163
142
190
198
251
191
257
206
278
263
332
466
423
504
491
488
445
386
503
475
418
385
333
400
320
314
280
243
208
206
186
181
139
166
162
105
117
117
115
105
71
75
86
153
8
154
187
218
282
329
235
288
261
359
440
481
403
424
532
673
631
678
814
795
773
728
634
671
655
642
620
589
540
476
407
332
306
330
318
409
351
331
393
430
428
518
735
733
792
1284
1245
776
658
499
361
269
575
607
649
617
638
734
891
786
778
791
824
639
771
830
663
583
616
487
556
522
398
330
301
298
311
287
249
184
231
135
185
134
121
101
83
88
90
47
89
57
24
44
39
28
35
24
53
22
213
369
339
213
267
0
25
25
21
16
24
21
11
26
41
26
36
58
46
36
70
104
61
124
105
60
138
129
138
54
87
51
50
55
39
46
38
27
40
17
37
15
23
17
14
26
14
14
10
25
14
20
30
18
7
0
2
20
44
16
16
5
44
17
24
15
20
23
18
9
38
33
32
26
37
41
74
59
47
64
70
33
28
41
15
46
33
38
19
42
30
24
1
25
20
24
12
27
19
15
15
21
22
18
22
11
25
16
21
18
62
98
94
95
153
99
137
137
207
187
214
184
294
400
397
686
815
955
1022
1174
1187
1153
1059
961
932
831
984
935
761
537
448
477
371
361
310
259
250
210
183
154
143
64
67
33
37
38
25
22
25
2
25
42
26
42
31
25
45
37
62
58
27
0
0
40
63
94
85
66
97
83
40
53
44
36
51
39
59
51
78
51
24
12
42
27
17
0
8
15
7
10
7
0
9
3
1
4
0
0
0
12
0
45
0
0
