value
138
137
136
145
131
127
140
131
113
122
133
123
103
87
92
97
88
110
101
102
99
90
100
94
60
61
43
33
27
21
30
31
29
30
27
23
18
19
25
36
35
30
38
34
38
36
39
52
54
57
64
78
83
69
103
74
96
109
160
213
252
271
337
327
381
329
310
341
310
297
310
264
278
240
176
196
194
154
123
100
96
81
83
79
74
62
47
50
28
30
45
40
38
43
53
42
57
76
100
138
179
225
213
194
164
400
395
405
526
518
547
556
513
413
372
271
223
234
234
231
214
218
235
222
158
112
115
98
59
44
35
35
36
30
28
22
17
25
19
19
16
19
17
17
19
18
16
26
34
32
38
45
52
49
48
78
104
120
116
134
165
184
186
225
188
206
185
203
248
207
203
208
222
187
201
195
187
176
128
108
76
64
54
37
30
31
33
44
29
27
18
16
14
20
19
14
21
18
21
28
23
17
23
31
38
28
28
29
40
35
38
52
54
49
45
38
40
52
65
61
72
76
100
113
94
112
94
105
88
53
52
41
29
24
23
22
20
11
10
11
20
17
22
11
14
14
17
19
18
17
23
21
37
60
62
85
129
163
175
197
168
418
454
578
603
718
850
678
680
619
539
650
679
645
642
610
552
524
513
444
389
355
279
170
125
94
72
52
35
23
22
20
28
21
20
20
19
17
13
10
16
20
28
42
40
44
54
60
71
76
94
76
120
64
69
73
75
86
97
103
105
136
113
129
86
84
76
77
60
69
56
50
47
38
40
35
39
37
38
35
26
35
24
27
21
14
18
13
12
11
15
12
12
10
7
9
12
9
16
31
39
46
39
0
0
0
