value
90
104
129
158
157
142
171
164
131
175
150
187
154
174
124
121
125
131
135
94
67
87
57
49
50
45
38
34
32
47
35
35
31
27
53
55
42
36
63
62
106
67
41
53
70
45
49
50
69
51
41
36
26
69
92
78
114
125
138
191
263
264
348
298
284
210
265
249
221
225
235
208
186
135
144
130
122
91
84
83
92
91
109
133
138
114
107
102
138
99
107
100
103
105
89
76
108
121
111
229
171
197
141
68
171
237
350
417
444
503
505
575
535
473
404
365
322
378
437
495
353
262
257
278
164
106
115
88
102
93
112
91
99
74
67
80
82
69
60
63
60
84
52
49
58
90
56
59
67
61
82
67
72
97
128
192
134
174
239
362
831
896
465
481
347
387
398
410
296
188
173
121
82
71
125
114
91
51
44
45
39
51
49
52
41
41
44
48
51
50
54
27
32
31
32
47
33
53
45
46
44
52
44
36
47
37
59
48
63
55
51
74
60
65
95
106
146
146
201
211
141
125
191
157
122
99
129
116
109
66
44
60
60
33
31
20
30
21
34
40
54
55
61
40
29
27
24
18
32
22
25
14
30
26
39
60
70
52
80
32
68
94
123
145
179
190
198
240
182
133
196
214
192
188
162
163
179
143
219
136
154
121
101
68
76
61
46
40
34
35
44
45
47
48
48
61
37
55
68
71
54
78
65
52
59
73
87
77
62
75
29
28
81
166
138
188
230
214
228
233
148
186
200
174
95
84
73
98
83
83
86
107
64
60
48
29
24
18
18
10
3
16
11
7
18
16
16
24
13
14
12
14
14
7
14
16
16
28
28
35
39
48
36
34
0
0
