Index,Region,Abbrev_name,Year,Week,Week_seq,Count
1,Alto Paraguay,R01,2012,1,1,0
2,Alto Paraguay,R01,2012,2,2,0
3,Alto Paraguay,R01,2012,3,3,0
4,Alto Paraguay,R01,2012,4,4,0
5,Alto Paraguay,R01,2012,5,5,0
6,Alto Paraguay,R01,2012,6,6,0
7,Alto Paraguay,R01,2012,7,7,0
8,Alto Paraguay,R01,2012,8,8,0
9,Alto Paraguay,R01,2012,9,9,0
10,Alto Paraguay,R01,2012,10,10,0
11,Alto Paraguay,R01,2012,11,11,0
12,Alto Paraguay,R01,2012,12,12,0
13,Alto Paraguay,R01,2012,13,13,0
14,Alto Paraguay,R01,2012,14,14,0
15,Alto Paraguay,R01,2012,15,15,0
16,Alto Paraguay,R01,2012,16,16,1
17,Alto Paraguay,R01,2012,17,17,0
18,Alto Paraguay,R01,2012,18,18,0
19,Alto Paraguay,R01,2012,19,19,0
20,Alto Paraguay,R01,2012,20,20,0
21,Alto Paraguay,R01,2012,21,21,0
22,Alto Paraguay,R01,2012,22,22,0
23,Alto Paraguay,R01,2012,23,23,0
24,Alto Paraguay,R01,2012,24,24,0
25,Alto Paraguay,R01,2012,25,25,0
26,Alto Paraguay,R01,2012,26,26,0
27,Alto Paraguay,R01,2012,27,27,0
28,Alto Paraguay,R01,2012,28,28,0
29,Alto Paraguay,R01,2012,29,29,6
30,Alto Paraguay,R01,2012,30,30,0
31,Alto Paraguay,R01,2012,31,31,0
32,Alto Paraguay,R01,2012,32,32,0
33,Alto Paraguay,R01,2012,33,33,0
34,Alto Paraguay,R01,2012,34,34,0
35,Alto Paraguay,R01,2012,35,35,0
36,Alto Paraguay,R01,2012,36,36,0
37,Alto Paraguay,R01,2012,37,37,0
38,Alto Paraguay,R01,2012,38,38,1
39,Alto Paraguay,R01,2012,39,39,0
40,Alto Paraguay,R01,2012,40,40,0
41,Alto Paraguay,R01,2012,41,41,0
42,Alto Paraguay,R01,2012,42,42,0
43,Alto Paraguay,R01,2012,43,43,0
44,Alto Paraguay,R01,2012,44,44,0
45,Alto Paraguay,R01,2012,45,45,0
46,Alto Paraguay,R01,2012,46,46,0
47,Alto Paraguay,R01,2012,47,47,0
48,Alto Paraguay,R01,2012,48,48,0
49,Alto Paraguay,R01,2012,49,49,0
50,Alto Paraguay,R01,2012,50,50,0
51,Alto Paraguay,R01,2012,51,51,0
52,Alto Paraguay,R01,2012,52,52,0
53,Alto Paraná,R02,2012,1,1,0
54,Alto Paraná,R02,2012,2,2,0
55,Alto Paraná,R02,2012,3,3,0
56,Alto Paraná,R02,2012,4,4,0
57,Alto Paraná,R02,2012,5,5,0
58,Alto Paraná,R02,2012,6,6,4
59,Alto Paraná,R02,2012,7,7,1
60,Alto Paraná,R02,2012,8,8,0
61,Alto Paraná,R02,2012,9,9,0
62,Alto Paraná,R02,2012,10,10,0
63,Alto Paraná,R02,2012,11,11,3
64,Alto Paraná,R02,2012,12,12,1
65,Alto Paraná,R02,2012,13,13,4
66,Alto Paraná,R02,2012,14,14,0
67,Alto Paraná,R02,2012,15,15,7
68,Alto Paraná,R02,2012,16,16,0
69,Alto Paraná,R02,2012,17,17,6
70,Alto Paraná,R02,2012,18,18,0
71,Alto Paraná,R02,2012,19,19,2
72,Alto Paraná,R02,2012,20,20,1
73,Alto Paraná,R02,2012,21,21,0
74,Alto Paraná,R02,2012,22,22,0
75,Alto Paraná,R02,2012,23,23,14
76,Alto Paraná,R02,2012,24,24,17
77,Alto Paraná,R02,2012,25,25,0
78,Alto Paraná,R02,2012,26,26,0
79,Alto Paraná,R02,2012,27,27,24
80,Alto Paraná,R02,2012,28,28,178
81,Alto Paraná,R02,2012,29,29,108
82,Alto Paraná,R02,2012,30,30,0
83,Alto Paraná,R02,2012,31,31,0
84,Alto Paraná,R02,2012,32,32,0
85,Alto Paraná,R02,2012,33,33,0
86,Alto Paraná,R02,2012,34,34,0
87,Alto Paraná,R02,2012,35,35,0
88,Alto Paraná,R02,2012,36,36,4
89,Alto Paraná,R02,2012,37,37,2
90,Alto Paraná,R02,2012,38,38,8
91,Alto Paraná,R02,2012,39,39,6
92,Alto Paraná,R02,2012,40,40,6
93,Alto Paraná,R02,2012,41,41,4
94,Alto Paraná,R02,2012,42,42,4
95,Alto Paraná,R02,2012,43,43,0
96,Alto Paraná,R02,2012,44,44,0
97,Alto Paraná,R02,2012,45,45,0
98,Alto Paraná,R02,2012,46,46,0
99,Alto Paraná,R02,2012,47,47,0
100,Alto Paraná,R02,2012,48,48,0
101,Alto Paraná,R02,2012,49,49,1
102,Alto Paraná,R02,2012,50,50,0
103,Alto Paraná,R02,2012,51,51,0
104,Alto Paraná,R02,2012,52,52,0
105,Amambay,R03,2012,1,1,0
106,Amambay,R03,2012,2,2,0
107,Amambay,R03,2012,3,3,1
108,Amambay,R03,2012,4,4,0
109,Amambay,R03,2012,5,5,0
110,Amambay,R03,2012,6,6,0
111,Amambay,R03,2012,7,7,1
112,Amambay,R03,2012,8,8,5
113,Amambay,R03,2012,9,9,0
114,Amambay,R03,2012,10,10,0
115,Amambay,R03,2012,11,11,4
116,Amambay,R03,2012,12,12,9
117,Amambay,R03,2012,13,13,14
118,Amambay,R03,2012,14,14,0
119,Amambay,R03,2012,15,15,37
120,Amambay,R03,2012,16,16,35
121,Amambay,R03,2012,17,17,53
122,Amambay,R03,2012,18,18,20
123,Amambay,R03,2012,19,19,37
124,Amambay,R03,2012,20,20,16
125,Amambay,R03,2012,21,21,75
126,Amambay,R03,2012,22,22,0
127,Amambay,R03,2012,23,23,61
128,Amambay,R03,2012,24,24,0
129,Amambay,R03,2012,25,25,57
130,Amambay,R03,2012,26,26,57
131,Amambay,R03,2012,27,27,24
132,Amambay,R03,2012,28,28,39
133,Amambay,R03,2012,29,29,3
134,Amambay,R03,2012,30,30,5
135,Amambay,R03,2012,31,31,0
136,Amambay,R03,2012,32,32,8
137,Amambay,R03,2012,33,33,4
138,Amambay,R03,2012,34,34,0
139,Amambay,R03,2012,35,35,1
140,Amambay,R03,2012,36,36,2
141,Amambay,R03,2012,37,37,0
142,Amambay,R03,2012,38,38,3
143,Amambay,R03,2012,39,39,2
144,Amambay,R03,2012,40,40,3
145,Amambay,R03,2012,41,41,5
146,Amambay,R03,2012,42,42,4
147,Amambay,R03,2012,43,43,0
148,Amambay,R03,2012,44,44,0
149,Amambay,R03,2012,45,45,0
150,Amambay,R03,2012,46,46,0
151,Amambay,R03,2012,47,47,0
152,Amambay,R03,2012,48,48,0
153,Amambay,R03,2012,49,49,3
154,Amambay,R03,2012,50,50,0
155,Amambay,R03,2012,51,51,0
156,Amambay,R03,2012,52,52,0
157,Asunción (Distrito Capital),R04,2012,1,1,0
158,Asunción (Distrito Capital),R04,2012,2,2,3
159,Asunción (Distrito Capital),R04,2012,3,3,0
160,Asunción (Distrito Capital),R04,2012,4,4,0
161,Asunción (Distrito Capital),R04,2012,5,5,0
162,Asunción (Distrito Capital),R04,2012,6,6,0
163,Asunción (Distrito Capital),R04,2012,7,7,1
164,Asunción (Distrito Capital),R04,2012,8,8,12
165,Asunción (Distrito Capital),R04,2012,9,9,7
166,Asunción (Distrito Capital),R04,2012,10,10,39
167,Asunción (Distrito Capital),R04,2012,11,11,6
168,Asunción (Distrito Capital),R04,2012,12,12,40
169,Asunción (Distrito Capital),R04,2012,13,13,36
170,Asunción (Distrito Capital),R04,2012,14,14,0
171,Asunción (Distrito Capital),R04,2012,15,15,199
172,Asunción (Distrito Capital),R04,2012,16,16,144
173,Asunción (Distrito Capital),R04,2012,17,17,109
174,Asunción (Distrito Capital),R04,2012,18,18,438
175,Asunción (Distrito Capital),R04,2012,19,19,0
176,Asunción (Distrito Capital),R04,2012,20,20,202
177,Asunción (Distrito Capital),R04,2012,21,21,861
178,Asunción (Distrito Capital),R04,2012,22,22,0
179,Asunción (Distrito Capital),R04,2012,23,23,750
180,Asunción (Distrito Capital),R04,2012,24,24,6
181,Asunción (Distrito Capital),R04,2012,25,25,422
182,Asunción (Distrito Capital),R04,2012,26,26,0
183,Asunción (Distrito Capital),R04,2012,27,27,31
184,Asunción (Distrito Capital),R04,2012,28,28,402
185,Asunción (Distrito Capital),R04,2012,29,29,442
186,Asunción (Distrito Capital),R04,2012,30,30,227
187,Asunción (Distrito Capital),R04,2012,31,31,95
188,Asunción (Distrito Capital),R04,2012,32,32,100
189,Asunción (Distrito Capital),R04,2012,33,33,49
190,Asunción (Distrito Capital),R04,2012,34,34,1
191,Asunción (Distrito Capital),R04,2012,35,35,38
192,Asunción (Distrito Capital),R04,2012,36,36,46
193,Asunción (Distrito Capital),R04,2012,37,37,65
194,Asunción (Distrito Capital),R04,2012,38,38,68
195,Asunción (Distrito Capital),R04,2012,39,39,63
196,Asunción (Distrito Capital),R04,2012,40,40,89
197,Asunción (Distrito Capital),R04,2012,41,41,102
198,Asunción (Distrito Capital),R04,2012,42,42,72
199,Asunción (Distrito Capital),R04,2012,43,43,0
200,Asunción (Distrito Capital),R04,2012,44,44,0
201,Asunción (Distrito Capital),R04,2012,45,45,0
202,Asunción (Distrito Capital),R04,2012,46,46,0
203,Asunción (Distrito Capital),R04,2012,47,47,0
204,Asunción (Distrito Capital),R04,2012,48,48,0
205,Asunción (Distrito Capital),R04,2012,49,49,15
206,Asunción (Distrito Capital),R04,2012,50,50,30
207,Asunción (Distrito Capital),R04,2012,51,51,51
208,Asunción (Distrito Capital),R04,2012,52,52,0
209,Boquerón,R05,2012,1,1,0
210,Boquerón,R05,2012,2,2,0
211,Boquerón,R05,2012,3,3,0
212,Boquerón,R05,2012,4,4,0
213,Boquerón,R05,2012,5,5,0
214,Boquerón,R05,2012,6,6,0
215,Boquerón,R05,2012,7,7,0
216,Boquerón,R05,2012,8,8,0
217,Boquerón,R05,2012,9,9,0
218,Boquerón,R05,2012,10,10,0
219,Boquerón,R05,2012,11,11,0
220,Boquerón,R05,2012,12,12,0
221,Boquerón,R05,2012,13,13,3
222,Boquerón,R05,2012,14,14,0
223,Boquerón,R05,2012,15,15,3
224,Boquerón,R05,2012,16,16,3
225,Boquerón,R05,2012,17,17,5
226,Boquerón,R05,2012,18,18,5
227,Boquerón,R05,2012,19,19,0
228,Boquerón,R05,2012,20,20,1
229,Boquerón,R05,2012,21,21,2
230,Boquerón,R05,2012,22,22,0
231,Boquerón,R05,2012,23,23,6
232,Boquerón,R05,2012,24,24,1
233,Boquerón,R05,2012,25,25,2
234,Boquerón,R05,2012,26,26,0
235,Boquerón,R05,2012,27,27,0
236,Boquerón,R05,2012,28,28,0
237,Boquerón,R05,2012,29,29,0
238,Boquerón,R05,2012,30,30,1
239,Boquerón,R05,2012,31,31,0
240,Boquerón,R05,2012,32,32,0
241,Boquerón,R05,2012,33,33,0
242,Boquerón,R05,2012,34,34,0
243,Boquerón,R05,2012,35,35,0
244,Boquerón,R05,2012,36,36,1
245,Boquerón,R05,2012,37,37,0
246,Boquerón,R05,2012,38,38,0
247,Boquerón,R05,2012,39,39,0
248,Boquerón,R05,2012,40,40,0
249,Boquerón,R05,2012,41,41,0
250,Boquerón,R05,2012,42,42,0
251,Boquerón,R05,2012,43,43,0
252,Boquerón,R05,2012,44,44,0
253,Boquerón,R05,2012,45,45,0
254,Boquerón,R05,2012,46,46,0
255,Boquerón,R05,2012,47,47,0
256,Boquerón,R05,2012,48,48,0
257,Boquerón,R05,2012,49,49,0
258,Boquerón,R05,2012,50,50,0
259,Boquerón,R05,2012,51,51,0
260,Boquerón,R05,2012,52,52,0
261,Caagrazú,R06,2012,1,1,0
262,Caagrazú,R06,2012,2,2,0
263,Caagrazú,R06,2012,3,3,0
264,Caagrazú,R06,2012,4,4,0
265,Caagrazú,R06,2012,5,5,0
266,Caagrazú,R06,2012,6,6,0
267,Caagrazú,R06,2012,7,7,0
268,Caagrazú,R06,2012,8,8,0
269,Caagrazú,R06,2012,9,9,0
270,Caagrazú,R06,2012,10,10,0
271,Caagrazú,R06,2012,11,11,6
272,Caagrazú,R06,2012,12,12,7
273,Caagrazú,R06,2012,13,13,1
274,Caagrazú,R06,2012,14,14,0
275,Caagrazú,R06,2012,15,15,24
276,Caagrazú,R06,2012,16,16,3
277,Caagrazú,R06,2012,17,17,8
278,Caagrazú,R06,2012,18,18,8
279,Caagrazú,R06,2012,19,19,4
280,Caagrazú,R06,2012,20,20,6
281,Caagrazú,R06,2012,21,21,9
282,Caagrazú,R06,2012,22,22,0
283,Caagrazú,R06,2012,23,23,20
284,Caagrazú,R06,2012,24,24,11
285,Caagrazú,R06,2012,25,25,3
286,Caagrazú,R06,2012,26,26,2
287,Caagrazú,R06,2012,27,27,0
288,Caagrazú,R06,2012,28,28,1
289,Caagrazú,R06,2012,29,29,2
290,Caagrazú,R06,2012,30,30,0
291,Caagrazú,R06,2012,31,31,0
292,Caagrazú,R06,2012,32,32,0
293,Caagrazú,R06,2012,33,33,0
294,Caagrazú,R06,2012,34,34,0
295,Caagrazú,R06,2012,35,35,1
296,Caagrazú,R06,2012,36,36,0
297,Caagrazú,R06,2012,37,37,1
298,Caagrazú,R06,2012,38,38,3
299,Caagrazú,R06,2012,39,39,0
300,Caagrazú,R06,2012,40,40,0
301,Caagrazú,R06,2012,41,41,0
302,Caagrazú,R06,2012,42,42,1
303,Caagrazú,R06,2012,43,43,0
304,Caagrazú,R06,2012,44,44,0
305,Caagrazú,R06,2012,45,45,0
306,Caagrazú,R06,2012,46,46,0
307,Caagrazú,R06,2012,47,47,0
308,Caagrazú,R06,2012,48,48,0
309,Caagrazú,R06,2012,49,49,0
310,Caagrazú,R06,2012,50,50,2
311,Caagrazú,R06,2012,51,51,4
312,Caagrazú,R06,2012,52,52,0
313,Caazapá,R07,2012,1,1,0
314,Caazapá,R07,2012,2,2,0
315,Caazapá,R07,2012,3,3,0
316,Caazapá,R07,2012,4,4,0
317,Caazapá,R07,2012,5,5,0
318,Caazapá,R07,2012,6,6,0
319,Caazapá,R07,2012,7,7,0
320,Caazapá,R07,2012,8,8,0
321,Caazapá,R07,2012,9,9,0
322,Caazapá,R07,2012,10,10,0
323,Caazapá,R07,2012,11,11,0
324,Caazapá,R07,2012,12,12,0
325,Caazapá,R07,2012,13,13,0
326,Caazapá,R07,2012,14,14,0
327,Caazapá,R07,2012,15,15,0
328,Caazapá,R07,2012,16,16,0
329,Caazapá,R07,2012,17,17,0
330,Caazapá,R07,2012,18,18,1
331,Caazapá,R07,2012,19,19,0
332,Caazapá,R07,2012,20,20,0
333,Caazapá,R07,2012,21,21,0
334,Caazapá,R07,2012,22,22,0
335,Caazapá,R07,2012,23,23,0
336,Caazapá,R07,2012,24,24,0
337,Caazapá,R07,2012,25,25,0
338,Caazapá,R07,2012,26,26,0
339,Caazapá,R07,2012,27,27,0
340,Caazapá,R07,2012,28,28,2
341,Caazapá,R07,2012,29,29,0
342,Caazapá,R07,2012,30,30,0
343,Caazapá,R07,2012,31,31,0
344,Caazapá,R07,2012,32,32,0
345,Caazapá,R07,2012,33,33,0
346,Caazapá,R07,2012,34,34,1
347,Caazapá,R07,2012,35,35,0
348,Caazapá,R07,2012,36,36,0
349,Caazapá,R07,2012,37,37,1
350,Caazapá,R07,2012,38,38,0
351,Caazapá,R07,2012,39,39,0
352,Caazapá,R07,2012,40,40,0
353,Caazapá,R07,2012,41,41,0
354,Caazapá,R07,2012,42,42,0
355,Caazapá,R07,2012,43,43,0
356,Caazapá,R07,2012,44,44,0
357,Caazapá,R07,2012,45,45,0
358,Caazapá,R07,2012,46,46,0
359,Caazapá,R07,2012,47,47,0
360,Caazapá,R07,2012,48,48,0
361,Caazapá,R07,2012,49,49,0
362,Caazapá,R07,2012,50,50,0
363,Caazapá,R07,2012,51,51,4
364,Caazapá,R07,2012,52,52,0
365,Canindeyú,R08,2012,1,1,0
366,Canindeyú,R08,2012,2,2,0
367,Canindeyú,R08,2012,3,3,0
368,Canindeyú,R08,2012,4,4,0
369,Canindeyú,R08,2012,5,5,0
370,Canindeyú,R08,2012,6,6,0
371,Canindeyú,R08,2012,7,7,0
372,Canindeyú,R08,2012,8,8,0
373,Canindeyú,R08,2012,9,9,0
374,Canindeyú,R08,2012,10,10,0
375,Canindeyú,R08,2012,11,11,0
376,Canindeyú,R08,2012,12,12,0
377,Canindeyú,R08,2012,13,13,0
378,Canindeyú,R08,2012,14,14,0
379,Canindeyú,R08,2012,15,15,4
380,Canindeyú,R08,2012,16,16,6
381,Canindeyú,R08,2012,17,17,1
382,Canindeyú,R08,2012,18,18,14
383,Canindeyú,R08,2012,19,19,1
384,Canindeyú,R08,2012,20,20,0
385,Canindeyú,R08,2012,21,21,0
386,Canindeyú,R08,2012,22,22,0
387,Canindeyú,R08,2012,23,23,0
388,Canindeyú,R08,2012,24,24,28
389,Canindeyú,R08,2012,25,25,0
390,Canindeyú,R08,2012,26,26,1
391,Canindeyú,R08,2012,27,27,6
392,Canindeyú,R08,2012,28,28,3
393,Canindeyú,R08,2012,29,29,0
394,Canindeyú,R08,2012,30,30,0
395,Canindeyú,R08,2012,31,31,0
396,Canindeyú,R08,2012,32,32,0
397,Canindeyú,R08,2012,33,33,0
398,Canindeyú,R08,2012,34,34,0
399,Canindeyú,R08,2012,35,35,0
400,Canindeyú,R08,2012,36,36,2
401,Canindeyú,R08,2012,37,37,2
402,Canindeyú,R08,2012,38,38,0
403,Canindeyú,R08,2012,39,39,0
404,Canindeyú,R08,2012,40,40,0
405,Canindeyú,R08,2012,41,41,0
406,Canindeyú,R08,2012,42,42,0
407,Canindeyú,R08,2012,43,43,0
408,Canindeyú,R08,2012,44,44,0
409,Canindeyú,R08,2012,45,45,0
410,Canindeyú,R08,2012,46,46,0
411,Canindeyú,R08,2012,47,47,0
412,Canindeyú,R08,2012,48,48,0
413,Canindeyú,R08,2012,49,49,0
414,Canindeyú,R08,2012,50,50,0
415,Canindeyú,R08,2012,51,51,0
416,Canindeyú,R08,2012,52,52,0
417,Central,R09,2012,1,1,0
418,Central,R09,2012,2,2,0
419,Central,R09,2012,3,3,25
420,Central,R09,2012,4,4,7
421,Central,R09,2012,5,5,31
422,Central,R09,2012,6,6,120
423,Central,R09,2012,7,7,14
424,Central,R09,2012,8,8,124
425,Central,R09,2012,9,9,141
426,Central,R09,2012,10,10,227
427,Central,R09,2012,11,11,204
428,Central,R09,2012,12,12,455
429,Central,R09,2012,13,13,552
430,Central,R09,2012,14,14,0
431,Central,R09,2012,15,15,1710
432,Central,R09,2012,16,16,1536
433,Central,R09,2012,17,17,562
434,Central,R09,2012,18,18,2758
435,Central,R09,2012,19,19,1602
436,Central,R09,2012,20,20,737
437,Central,R09,2012,21,21,886
438,Central,R09,2012,22,22,3720
439,Central,R09,2012,23,23,521
440,Central,R09,2012,24,24,519
441,Central,R09,2012,25,25,1882
442,Central,R09,2012,26,26,862
443,Central,R09,2012,27,27,353
444,Central,R09,2012,28,28,810
445,Central,R09,2012,29,29,208
446,Central,R09,2012,30,30,3
447,Central,R09,2012,31,31,0
448,Central,R09,2012,32,32,160
449,Central,R09,2012,33,33,382
450,Central,R09,2012,34,34,0
451,Central,R09,2012,35,35,19
452,Central,R09,2012,36,36,19
453,Central,R09,2012,37,37,21
454,Central,R09,2012,38,38,17
455,Central,R09,2012,39,39,27
456,Central,R09,2012,40,40,21
457,Central,R09,2012,41,41,32
458,Central,R09,2012,42,42,31
459,Central,R09,2012,43,43,0
460,Central,R09,2012,44,44,0
461,Central,R09,2012,45,45,94
462,Central,R09,2012,46,46,94
463,Central,R09,2012,47,47,94
464,Central,R09,2012,48,48,94
465,Central,R09,2012,49,49,94
466,Central,R09,2012,50,50,474
467,Central,R09,2012,51,51,293
468,Central,R09,2012,52,52,0
469,Concepción,R10,2012,1,1,0
470,Concepción,R10,2012,2,2,0
471,Concepción,R10,2012,3,3,3
472,Concepción,R10,2012,4,4,0
473,Concepción,R10,2012,5,5,25
474,Concepción,R10,2012,6,6,42
475,Concepción,R10,2012,7,7,18
476,Concepción,R10,2012,8,8,15
477,Concepción,R10,2012,9,9,46
478,Concepción,R10,2012,10,10,13
479,Concepción,R10,2012,11,11,26
480,Concepción,R10,2012,12,12,9
481,Concepción,R10,2012,13,13,65
482,Concepción,R10,2012,14,14,0
483,Concepción,R10,2012,15,15,130
484,Concepción,R10,2012,16,16,104
485,Concepción,R10,2012,17,17,121
486,Concepción,R10,2012,18,18,65
487,Concepción,R10,2012,19,19,116
488,Concepción,R10,2012,20,20,25
489,Concepción,R10,2012,21,21,86
490,Concepción,R10,2012,22,22,0
491,Concepción,R10,2012,23,23,74
492,Concepción,R10,2012,24,24,42
493,Concepción,R10,2012,25,25,26
494,Concepción,R10,2012,26,26,2
495,Concepción,R10,2012,27,27,3
496,Concepción,R10,2012,28,28,117
497,Concepción,R10,2012,29,29,13
498,Concepción,R10,2012,30,30,1
499,Concepción,R10,2012,31,31,1
500,Concepción,R10,2012,32,32,0
501,Concepción,R10,2012,33,33,2
502,Concepción,R10,2012,34,34,1
503,Concepción,R10,2012,35,35,6
504,Concepción,R10,2012,36,36,3
505,Concepción,R10,2012,37,37,5
506,Concepción,R10,2012,38,38,13
507,Concepción,R10,2012,39,39,4
508,Concepción,R10,2012,40,40,5
509,Concepción,R10,2012,41,41,4
510,Concepción,R10,2012,42,42,1
511,Concepción,R10,2012,43,43,0
512,Concepción,R10,2012,44,44,0
513,Concepción,R10,2012,45,45,0
514,Concepción,R10,2012,46,46,0
515,Concepción,R10,2012,47,47,0
516,Concepción,R10,2012,48,48,0
517,Concepción,R10,2012,49,49,0
518,Concepción,R10,2012,50,50,0
519,Concepción,R10,2012,51,51,0
520,Concepción,R10,2012,52,52,0
521,Cordillera,R11,2012,1,1,0
522,Cordillera,R11,2012,2,2,0
523,Cordillera,R11,2012,3,3,0
524,Cordillera,R11,2012,4,4,0
525,Cordillera,R11,2012,5,5,1
526,Cordillera,R11,2012,6,6,2
527,Cordillera,R11,2012,7,7,12
528,Cordillera,R11,2012,8,8,6
529,Cordillera,R11,2012,9,9,4
530,Cordillera,R11,2012,10,10,3
531,Cordillera,R11,2012,11,11,13
532,Cordillera,R11,2012,12,12,9
533,Cordillera,R11,2012,13,13,20
534,Cordillera,R11,2012,14,14,0
535,Cordillera,R11,2012,15,15,37
536,Cordillera,R11,2012,16,16,10
537,Cordillera,R11,2012,17,17,10
538,Cordillera,R11,2012,18,18,15
539,Cordillera,R11,2012,19,19,24
540,Cordillera,R11,2012,20,20,1
541,Cordillera,R11,2012,21,21,97
542,Cordillera,R11,2012,22,22,0
543,Cordillera,R11,2012,23,23,24
544,Cordillera,R11,2012,24,24,4
545,Cordillera,R11,2012,25,25,9
546,Cordillera,R11,2012,26,26,5
547,Cordillera,R11,2012,27,27,0
548,Cordillera,R11,2012,28,28,0
549,Cordillera,R11,2012,29,29,1
550,Cordillera,R11,2012,30,30,0
551,Cordillera,R11,2012,31,31,0
552,Cordillera,R11,2012,32,32,0
553,Cordillera,R11,2012,33,33,0
554,Cordillera,R11,2012,34,34,0
555,Cordillera,R11,2012,35,35,3
556,Cordillera,R11,2012,36,36,3
557,Cordillera,R11,2012,37,37,1
558,Cordillera,R11,2012,38,38,1
559,Cordillera,R11,2012,39,39,2
560,Cordillera,R11,2012,40,40,0
561,Cordillera,R11,2012,41,41,3
562,Cordillera,R11,2012,42,42,3
563,Cordillera,R11,2012,43,43,0
564,Cordillera,R11,2012,44,44,0
565,Cordillera,R11,2012,45,45,0
566,Cordillera,R11,2012,46,46,0
567,Cordillera,R11,2012,47,47,0
568,Cordillera,R11,2012,48,48,0
569,Cordillera,R11,2012,49,49,1
570,Cordillera,R11,2012,50,50,1
571,Cordillera,R11,2012,51,51,0
572,Cordillera,R11,2012,52,52,0
573,Guairá,R12,2012,1,1,0
574,Guairá,R12,2012,2,2,0
575,Guairá,R12,2012,3,3,0
576,Guairá,R12,2012,4,4,0
577,Guairá,R12,2012,5,5,0
578,Guairá,R12,2012,6,6,0
579,Guairá,R12,2012,7,7,0
580,Guairá,R12,2012,8,8,0
581,Guairá,R12,2012,9,9,0
582,Guairá,R12,2012,10,10,0
583,Guairá,R12,2012,11,11,2
584,Guairá,R12,2012,12,12,2
585,Guairá,R12,2012,13,13,0
586,Guairá,R12,2012,14,14,0
587,Guairá,R12,2012,15,15,0
588,Guairá,R12,2012,16,16,2
589,Guairá,R12,2012,17,17,1
590,Guairá,R12,2012,18,18,19
591,Guairá,R12,2012,19,19,1
592,Guairá,R12,2012,20,20,2
593,Guairá,R12,2012,21,21,5
594,Guairá,R12,2012,22,22,0
595,Guairá,R12,2012,23,23,0
596,Guairá,R12,2012,24,24,7
597,Guairá,R12,2012,25,25,0
598,Guairá,R12,2012,26,26,1
599,Guairá,R12,2012,27,27,0
600,Guairá,R12,2012,28,28,2
601,Guairá,R12,2012,29,29,0
602,Guairá,R12,2012,30,30,0
603,Guairá,R12,2012,31,31,2
604,Guairá,R12,2012,32,32,1
605,Guairá,R12,2012,33,33,0
606,Guairá,R12,2012,34,34,0
607,Guairá,R12,2012,35,35,0
608,Guairá,R12,2012,36,36,1
609,Guairá,R12,2012,37,37,0
610,Guairá,R12,2012,38,38,2
611,Guairá,R12,2012,39,39,0
612,Guairá,R12,2012,40,40,0
613,Guairá,R12,2012,41,41,0
614,Guairá,R12,2012,42,42,0
615,Guairá,R12,2012,43,43,0
616,Guairá,R12,2012,44,44,0
617,Guairá,R12,2012,45,45,0
618,Guairá,R12,2012,46,46,0
619,Guairá,R12,2012,47,47,0
620,Guairá,R12,2012,48,48,0
621,Guairá,R12,2012,49,49,0
622,Guairá,R12,2012,50,50,0
623,Guairá,R12,2012,51,51,0
624,Guairá,R12,2012,52,52,0
625,Itapúa,R13,2012,1,1,0
626,Itapúa,R13,2012,2,2,0
627,Itapúa,R13,2012,3,3,0
628,Itapúa,R13,2012,4,4,0
629,Itapúa,R13,2012,5,5,0
630,Itapúa,R13,2012,6,6,0
631,Itapúa,R13,2012,7,7,0
632,Itapúa,R13,2012,8,8,0
633,Itapúa,R13,2012,9,9,0
634,Itapúa,R13,2012,10,10,2
635,Itapúa,R13,2012,11,11,1
636,Itapúa,R13,2012,12,12,3
637,Itapúa,R13,2012,13,13,2
638,Itapúa,R13,2012,14,14,0
639,Itapúa,R13,2012,15,15,4
640,Itapúa,R13,2012,16,16,7
641,Itapúa,R13,2012,17,17,5
642,Itapúa,R13,2012,18,18,1
643,Itapúa,R13,2012,19,19,3
644,Itapúa,R13,2012,20,20,1
645,Itapúa,R13,2012,21,21,3
646,Itapúa,R13,2012,22,22,0
647,Itapúa,R13,2012,23,23,4
648,Itapúa,R13,2012,24,24,0
649,Itapúa,R13,2012,25,25,1
650,Itapúa,R13,2012,26,26,0
651,Itapúa,R13,2012,27,27,0
652,Itapúa,R13,2012,28,28,1
653,Itapúa,R13,2012,29,29,0
654,Itapúa,R13,2012,30,30,0
655,Itapúa,R13,2012,31,31,0
656,Itapúa,R13,2012,32,32,0
657,Itapúa,R13,2012,33,33,0
658,Itapúa,R13,2012,34,34,0
659,Itapúa,R13,2012,35,35,0
660,Itapúa,R13,2012,36,36,0
661,Itapúa,R13,2012,37,37,0
662,Itapúa,R13,2012,38,38,0
663,Itapúa,R13,2012,39,39,1
664,Itapúa,R13,2012,40,40,5
665,Itapúa,R13,2012,41,41,2
666,Itapúa,R13,2012,42,42,1
667,Itapúa,R13,2012,43,43,0
668,Itapúa,R13,2012,44,44,0
669,Itapúa,R13,2012,45,45,0
670,Itapúa,R13,2012,46,46,0
671,Itapúa,R13,2012,47,47,0
672,Itapúa,R13,2012,48,48,0
673,Itapúa,R13,2012,49,49,0
674,Itapúa,R13,2012,50,50,0
675,Itapúa,R13,2012,51,51,1
676,Itapúa,R13,2012,52,52,0
677,Misiones,R14,2012,1,1,0
